RICHIESTA N° PROT;RICHIESTA ANNO PROT;RICHIESTA DATA;PROCEDIMENTO;ESITO PRATICA;CHIUSURA PRATICA DATA;CODICE VIA;CIVICO;ESPONENTE CIVICO;LOCALIZZAZIONI LISTA
524853;2020;2020-12-12;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata con prescrizioni;2021-11-29;48600;17;2;VIA VITTORIO PUTTI N.  17 / 2 INTERNO 0
145627;2019;2019-03-29;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata con prescrizioni;2019-12-10;23250;23;;VIA ALESSANDRO FLEMING N.  23 INTERNO 0
127062;2014;2014-05-05;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata con prescrizioni;2014-09-26;26800;30;b;VIA DEL GIACINTO N.  30 / b
192573;2017;2017-05-26;permesso di costruire a sanatoria con lavori LR 15/2013;Concluso   Esito positivo;2017-10-03;42580;18;;VIA FRANCESCO ORSONI N.  18 INTERNO 0
363162;2014;2014-12-18;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-05-18;15430;4;;VIALE SERGIO CAVINA N.  4 INTERNO 0
490309;2018;2018-11-23;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2019-03-21;17730;9;;VIA DELLA COOPERAZIONE N.  9 INTERNO 0
49255;2020;2020-01-31;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata;2020-07-28;8550;17;;VIA DELLE BISCE N.  17 INTERNO 0
541914;2024;2024-08-01;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata;2024-11-19;30850;34;;VIA LARGA N.  34 INTERNO 0
414093;2018;2018-10-09;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2018-11-13;59600;27;5;VIA DEL TUSCOLANO N.  27 / 5 INTERNO 0  PIANO S-T-1
57584;2019;2019-02-05;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2019-06-17;15730;3;;VIA DELLA CENTRALINISTA N.  3
360012;2019;2019-08-07;permesso di costruire a sanatoria LR 15/2013;Diniegata;2019-10-21;63200;14;;VIA ANTONIO ZANNONI N.  14 INTERNO 0  PIANO t
118205;2020;2020-03-18;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2020-12-18;16850;13;;VIA CINO DA PISTOIA N.  13 INTERNO 0
229939;2018;2018-06-01;permesso di costruire a sanatoria LR 15/2013;Diniegata;2018-11-29;57200;12;;VIA DEL TERRAPIENO N.  12 INTERNO 0
141084;2019;2019-03-28;permesso di costruire a sanatoria LR 15/2013;Diniegata;2019-08-29;18000;226;A;VIA ANDREA COSTA N.  226 / A INTERNO 0  PIANO T
41285;2016;2016-02-09;permesso di costruire a sanatoria LR 15/2013;Diniegata;2016-05-11;58600;109;A;VIA TOSCANA N.  109 / A INTERNO 1  PIANO Terra
238282;2017;2017-06-30;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2017-09-11;39750;20;;VIA MONTENERO N.  20 INTERNO /  PIANO T-1-2
429661;2017;2017-11-26;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2018-02-01;12820;23;;VIA LUIGI CAPUANA N.  23 INTERNO 0  PIANO t-1
107418;2018;2018-03-12;permesso di costruire a sanatoria LR 15/2013;Diniegata;2018-10-25;70;11;;VIA NICOLO' DELL'ABATE N.  11 INTERNO 8  PIANO terra
531144;2018;2018-12-20;permesso di costruire a sanatoria LR 15/2013;Rinunciata su istanza di parte;2019-02-06;43400;2;4;VIA DEL PAGNONE N.  2 / 4 INTERNO 0  PIANO t
355969;2020;2020-09-14;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2021-07-16;11120;29;;VIA CADUTI DI AMOLA N.  29 INTERNO 0
253129;2021;2021-06-02;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2021-09-17;15200;3;;VIA ANTONIO CAVALIERI DUCATI N.  3 INTERNO 0  PIANO T
428616;2021;2021-09-28;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2021-11-25;5830;3;a;VIA DEL BATTIRAME N.  3 / a INTERNO /
791162;2022;2022-11-24;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2023-12-07;6400;50;;VIA BELLINZONA N.  50 INTERNO 0
304258;2014;2014-10-23;permesso di costruire a sanatoria LR 15/2013 - non residenziale;Rilasciata;2015-03-19;63100;372;;VIA FRANCESCO ZANARDI N.  372 INTERNO 0
284211;2015;2015-09-17;permesso di costruire a sanatoria LR 15/2013 - non residenziale;Rilasciata;2016-01-13;20200;2;;VIA GIUSEPPE DI VITTORIO N.  2 INTERNO 0
396245;2015;2015-12-18;permesso di costruire a sanatoria LR 15/2013 - non residenziale;Diniegata;2016-10-21;17730;9;;VIA DELLA COOPERAZIONE N.  9 INTERNO 0
82798;2016;2016-03-09;permesso di costruire a sanatoria LR 15/2013 - non residenziale;Concluso   Esito negativo;2021-07-05;29880;1;;VIA DELL'IDRAULICO N.  1 INTERNO 0
220296;2008;2008-09-16;permesso di costruire in deroga;Rinunciata;2009-12-10;46100;13;2;VIA DEL PILASTRO N.  13 / 2
296098;2008;2008-12-15;permesso di costruire in deroga;Rilasciata;2009-03-30;3750;48;;VIA D'AZEGLIO N.  48
21015;2010;2010-01-29;permesso di costruire in deroga;Rilasciata;2010-02-25;55950;65;13;VIA STALINGRADO N.  65 / 13
255546;2010;2010-10-21;permesso di costruire in deroga;Rilasciata;2011-06-24;28900;1;;VIA DEL GRETO N.  1
75072;2011;2011-04-07;permesso di costruire in deroga;Rilasciata con prescrizioni;2011-09-05;6150;5;;VIA BELLACOSTA N.  5  -  7
258462;2011;2011-11-04;permesso di costruire in deroga;;;15900;12;;VIA DELLA CERTOSA N.  12
273487;2012;2012-11-21;permesso di costruire in deroga;Rilasciata;2013-05-13;57200;46;;VIA DEL TERRAPIENO N.  46
326440;2013;2013-12-19;permesso di costruire in deroga;Rilasciata;2014-12-23;11120;30;;VIA CADUTI DI AMOLA N.  30 - EDIFICI -
226541;2014;2014-08-05;permesso di costruire in deroga LR 15/2013;Rilasciata con prescrizioni;2014-11-19;58850;4;;VIA DELLE TOVAGLIE N.  4
154234;2021;2021-04-03;permesso di costruire in deroga LR 15/2013;Rilasciata con prescrizioni;2022-07-04;58600;136;;VIA TOSCANA N.  136 INTERNO 0
861230;2022;2022-12-30;permesso di costruire in deroga LR 15/2013;Rilasciata;2023-08-02;56100;160;;VIA SANTO STEFANO N.  160 INTERNO 0
112824;2018;2018-03-15;permesso di costruire in deroga LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2018-08-16;28650;;;VIA ANTONIO GRAMSCI INTERNO 0  (Civico da definire)
283141;2020;2020-07-16;permesso di costruire in deroga LR 15/2013 - non residenziale;Diniegata;2020-12-01;42800;12;;VIA DELL'OSPEDALETTO N.  12 INTERNO 0  PIANO TERRA
380192;2016;2016-11-14;permesso di costruire in deroga LR 15/2013 - non residenziale;Rilasciata;2017-06-28;23050;27;;VIA ARISTOTILE FIORAVANTI N.  27 INTERNO 0
66857;2017;2017-02-21;permesso di costruire in deroga LR 15/2013 - non residenziale;Rilasciata;2017-07-05;30850;21;;VIA LARGA N.  21 INTERNO 0
126754;2017;2017-04-07;permesso di costruire in deroga LR 15/2013 - non residenziale;Irricevibile;2017-04-24;31100;16;;VIA DEL LAZZARETTO N.  16 INTERNO 1  PIANO T
286177;2020;2020-07-17;permesso di costruire in deroga LR 15/2013 - non residenziale;Rilasciata;2021-09-22;30000;1;;VIA JACOPO DELLA QUERCIA N.  1 INTERNO 0
483445;2023;2023-07-18;permesso di costruire in deroga LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2024-04-04;28650;6;;VIA ANTONIO GRAMSCI N.  6 INTERNO 0
631754;2023;2023-09-27;permesso di costruire in deroga LR 15/2013 - non residenziale;Annullata;2024-10-01;28350;24;40;VIA DEL GOMITO N.  24 / 40 INTERNO 0  PIANO 0
275154;2024;2024-04-20;permesso di costruire in deroga LR 15/2013 - non residenziale;;;36250;24;;VIA MARZABOTTO N.  24 INTERNO 0  PIANO 0
644334;2024;2024-09-25;permesso di costruire in deroga LR 15/2013 - non residenziale;;;28350;24;40;VIA DEL GOMITO N.  24 / 40 INTERNO 0
288685;2020;2020-07-20;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-05-18;17830;15;;VIA ALFONSO CORRADI N.  15 INTERNO 0
252727;2020;2020-06-26;permesso di costruire LR 15/2013;Diniegata;2020-09-23;750;121;4;VIA AGUCCHI N.  121 / 4 INTERNO 0
412930;2019;2019-09-19;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-04-09;24430;14;;VIA DELLA FRASCA N.  14 INTERNO 0
229749;2019;2019-05-17;permesso di costruire LR 15/2013;Rinunciata;2019-05-29;62300;2;10;VIA DEL VIVAIO N.  2 / 10 INTERNO 0  PIANO T
287411;2018;2018-07-04;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-02-21;59610;11;;VIA DELL'UCCELLINO N.  11 INTERNO 0
507219;2020;2020-12-01;permesso di costruire LR 15/2013;Rilasciata;2021-08-10;53550;44;;VIA SCANDELLARA N.  44 INTERNO -  PIANO T-1
260524;2020;2020-07-02;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-02-10;42850;78;2;VIA DELL'OSSERVANZA N.  78 / 2 INTERNO 0
182052;2020;2020-05-11;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-11-27;56370;68;;VIA DEGLI STRADELLI GUELFI N.  68 INTERNO 0
378826;2020;2020-09-26;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-04-15;20830;32;;VIA GIUSEPPE DOZZA N.  32 INTERNO 0
282819;2020;2020-07-15;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-11-10;23270;6;;VIA FRANCESCO FLORA N.  6 INTERNO 0
310757;2020;2020-08-05;permesso di costruire LR 15/2013;Rinunciata;2022-08-09;21400;56;;VIA EMILIA PONENTE N.  56 INTERNO 0
362618;2020;2020-09-16;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-07-22;57500;20;;VIA ALESSANDRO TIARINI N.  20 INTERNO 0
568863;2019;2019-12-20;permesso di costruire LR 15/2013;Concluso;2021-03-05;47700;41;2;VIA DEL POZZO N.  41 / 2 INTERNO /
459344;2020;2020-11-09;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2020-12-19;17200;14;3;VIA DEI COLLI N.  14 / 3 INTERNO unico
501492;2020;2020-11-28;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-08-30;39750;30;;VIA MONTENERO N.  30 INTERNO 0
294567;2018;2018-07-09;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-02-08;42450;17;;VIA PELLEGRINO A. ORLANDI N.  17 INTERNO 0
463966;2019;2019-10-18;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-02-18;24850;11;4;VIA DI GAIBOLA N.  11 / 4 INTERNO 0
174517;2020;2020-05-05;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-06-10;8750;1;;VIA UMBERTO BOCCIONI N.  1 INTERNO 0
118837;2019;2019-03-14;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-07-29;52450;47;;VIA DI SALICETO N.  47 INTERNO 0
403943;2020;2020-10-09;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-03-29;58600;202;3;VIA TOSCANA N.  202 / 3 INTERNO 0
335174;2020;2020-08-28;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-06-16;12820;3;;VIA LUIGI CAPUANA N.  3 INTERNO 0
144671;2020;2020-04-09;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-09-16;54250;5;;VIA DELLA SELVA PESCAROLA N.  5 INTERNO 0  PIANO T-1
454773;2019;2019-10-14;permesso di costruire LR 15/2013;Diniegata;2019-12-18;24800;4;;VIA GAIBARA N.  4 INTERNO 0
118771;2019;2019-03-14;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-02-14;50570;47;;VIA GIUSEPPE RIVANI N.  47 INTERNO 0
531368;2018;2018-12-21;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-06-04;25450;46;;VIA GIOVAN BATTISTA GANDINO N.  46 INTERNO 0
352465;2018;2018-08-28;permesso di costruire LR 15/2013;Rilasciata;2019-01-23;15100;34;;VIA DELLA CAVA N.  34 INTERNO 0
396661;2019;2019-09-10;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2021-02-16;17200;34;;VIA DEI COLLI N.  34 INTERNO 0
139743;2020;2020-04-07;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-05-06;57200;;;VIA DEL TERRAPIENO INTERNO 0  (Civico da definire)
280828;2014;2014-10-02;permesso di costruire LR 15/2013;Rilasciata;2015-01-20;54320;13;;VIA SERAGNOLI N.  13
301930;2014;2014-10-22;permesso di costruire LR 15/2013;Rilasciata;2015-09-22;53550;58;;VIA SCANDELLARA N.  58 INTERNO 0
360535;2014;2014-12-16;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2015-06-16;3250;38;2;VIA BRUNO ARNAUD N.  38 / 2 INTERNO 0  PIANO 0
50773;2015;2015-02-20;permesso di costruire LR 15/2013;Rilasciata;2015-05-13;17950;87;;VIA DI CORTICELLA N.  87 INTERNO 0
177602;2015;2015-06-11;permesso di costruire LR 15/2013;Rinunciata;2015-06-19;62200;25;3;VIA S.VITTORE N.  25 / 3 INTERNO 1
218817;2015;2015-07-10;permesso di costruire LR 15/2013;Concluso   Esito positivo;2015-12-01;24430;25;;VIA DELLA FRASCA N.  25 INTERNO 0
241187;2015;2015-07-30;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-03-14;59610;11;;VIA DELL'UCCELLINO N.  11 INTERNO /
291585;2015;2015-09-24;permesso di costruire LR 15/2013;Rilasciata;2016-02-05;24800;4;;VIA GAIBARA N.  4 INTERNO 0
296343;2015;2015-09-28;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-06-20;36050;15;;VIA PAOLO G. MARTINI N.  15 INTERNO 0
298361;2015;2015-09-29;permesso di costruire LR 15/2013;Rinunciata;2015-12-10;17950;203;;VIA DI CORTICELLA N.  203 INTERNO 0
314117;2015;2015-10-13;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-05-05;22400;160;15;VIA FERRARESE N.  160 / 15 INTERNO 0
327647;2015;2015-10-23;permesso di costruire LR 15/2013;Rinunciata;2016-04-21;55550;2;;VIA ARMANDO SPADINI N.  2 INTERNO 0
328018;2015;2015-10-23;permesso di costruire LR 15/2013;Rinunciata;2016-04-21;55550;2;;VIA ARMANDO SPADINI N.  2 INTERNO 0
388276;2015;2015-12-11;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-07-07;50570;53;;VIA GIUSEPPE RIVANI N.  53 INTERNO 0
28163;2016;2016-01-28;permesso di costruire LR 15/2013;Decaduta;2016-08-04;20950;4;;VIA DUE MADONNE N.  4 INTERNO 0
65005;2016;2016-02-24;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-11-10;53550;58;;VIA SCANDELLARA N.  58 INTERNO 0
73934;2016;2016-03-02;permesso di costruire LR 15/2013;Rinunciata;2017-08-17;36400;86;;VIA MASCARELLA N.  86 INTERNO 0
168023;2016;2016-05-18;permesso di costruire LR 15/2013;Concluso   Esito positivo;2017-05-04;31350;48;;VIA LEMONIA N.  48 INTERNO 0  PIANO t
184267;2016;2016-05-29;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-06-07;54650;46;;VIA SIEPELUNGA N.  46 INTERNO 0
232346;2016;2016-07-06;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-10-24;24800;4;;VIA GAIBARA N.  4 INTERNO 0
260825;2016;2016-08-01;permesso di costruire LR 15/2013;Diniegata;2017-06-08;7350;;;VIA DELLA BERLETA INTERNO 0  (Civico da definire)  PIANO T
51386;2017;2017-02-09;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-12-01;23700;5;;VIA DELLA FOSCHERARA N.  5 INTERNO 0
59528;2017;2017-02-15;permesso di costruire LR 15/2013;Rilasciata;2017-05-10;55250;42;;VIA SOLFERINO N.  42 INTERNO 0
224177;2017;2017-06-21;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-09-22;10100;45;;VIA LUIGI BREVENTANI N.  45 INTERNO 0
268062;2017;2017-07-25;permesso di costruire LR 15/2013;Rinunciata;2017-10-09;56100;40;;VIA S.STEFANO N.  40 INTERNO 0  PIANO t
269560;2017;2017-07-26;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-12-14;23250;21;;VIA ALESSANDRO FLEMING N.  21 INTERNO 0
462507;2017;2017-12-20;permesso di costruire LR 15/2013;Diniegata;2018-07-18;15550;18;8;VIA DELLA CAVRIOLA N.  18 / 8 INTERNO 0
467599;2017;2017-12-27;permesso di costruire LR 15/2013;;;9800;7;;VICOLO DEL BOSCO N.  7 INTERNO 0
45141;2018;2018-01-31;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-03-21;13150;1;;VIALE GIOSUE' CARDUCCI N.  1 INTERNO 0  PIANO T1S1
255387;2019;2019-05-31;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-10-31;45300;33;;VIA FRANCESCO PETRARCA N.  33 INTERNO 0
213932;2020;2020-05-29;permesso di costruire LR 15/2013;Diniegata;2020-11-23;43400;2;4;VIA DEL PAGNONE N.  2 / 4 INTERNO 0
255556;2020;2020-06-30;permesso di costruire LR 15/2013;Concluso;2021-04-20;36050;4;;VIA PAOLO G. MARTINI N.  4 INTERNO 0  PIANO I/T/1
450873;2020;2020-11-04;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-05-27;30050;33;2;VIA JACOPO DI PAOLO N.  33 / 2 INTERNO 0
501489;2020;2020-11-28;permesso di costruire LR 15/2013;;;51350;5;a;VIA DEI ROSASPINA N.  5 / a INTERNO 0
103075;2020;2020-03-06;permesso di costruire LR 15/2013;Concluso   Esito positivo;2020-11-04;34200;173;2;VIA S.MAMOLO N.  173 / 2 INTERNO 0
416006;2020;2020-10-15;permesso di costruire LR 15/2013;Rilasciata parzialmente con prescrizioni;2021-06-03;20830;26;;VIA GIUSEPPE DOZZA N.  26 INTERNO 0
533116;2018;2018-12-21;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-05-14;23350;7;;VIA PROSPERO FONTANA N.  7 INTERNO 0
512961;2019;2019-11-18;permesso di costruire LR 15/2013;Rinunciata;2019-12-05;13900;63;;VIA DI CASAGLIA N.  63 INTERNO 0
406429;2020;2020-10-12;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2020-11-27;23950;8;;VIA DELLE FOSSE ARDEATINE N.  8 INTERNO 0
203710;2020;2020-05-22;permesso di costruire LR 15/2013;Rilasciata;2020-10-29;23250;23;;VIA ALESSANDRO FLEMING N.  23 INTERNO 0
542652;2019;2019-12-04;permesso di costruire LR 15/2013;Concluso   Esito positivo;2020-12-28;24850;27;;VIA DI GAIBOLA N.  27 INTERNO 0
211112;2021;2021-05-08;permesso di costruire LR 15/2013;Diniegata;2021-09-10;52250;30;2;VIA DI SABBIUNO N.  30 / 2 INTERNO 1-2  PIANO --
211688;2021;2021-05-10;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2022-04-13;750;84;12;VIA AGUCCHI N.  84 / 12 INTERNO 1  PIANO T-1
268246;2021;2021-06-12;permesso di costruire LR 15/2013;;;36050;7;;VIA PAOLO G. MARTINI N.  7 INTERNO 0
374702;2021;2021-08-24;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2022-03-07;13900;42;;VIA DI CASAGLIA N.  42 INTERNO 2  PIANO T
484122;2021;2021-10-28;permesso di costruire LR 15/2013;;;19850;3;A;VIA MARIO DE MARIA N.  3 / A INTERNO 0
532088;2021;2021-11-24;permesso di costruire LR 15/2013;;;36050;7;;VIA PAOLO GIOVANNI MARTINI N.  7 INTERNO 0
541497;2021;2021-12-01;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2023-03-07;58600;89;2;VIA TOSCANA N.  89 / 2 INTERNO 0  PIANO 0
579816;2021;2021-12-24;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-04-06;51400;50;;VIA DELLE ROSE N.  50 INTERNO 0
31712;2022;2022-01-21;permesso di costruire LR 15/2013;Concluso   Esito negativo;2022-12-16;52300;27;;VIA SABOTINO N.  27 INTERNO 0
423864;2022;2022-07-08;permesso di costruire LR 15/2013;Rilasciata;2023-01-23;36400;86;;VIA MASCARELLA N.  86 INTERNO 0  PIANO INT
796544;2022;2022-11-25;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-10-24;8900;27;;VIA RAFFAELE BOMBELLI N.  27 INTERNO 1-4
817190;2022;2022-12-07;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-07-07;32650;36;;VIA DI SAN LUCA N.  36 INTERNO .
106808;2023;2023-02-17;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-07-27;55550;2;;VIA ARMANDO SPADINI N.  2 INTERNO -  PIANO -
256849;2023;2023-04-13;permesso di costruire LR 15/2013;Rilasciata;2024-04-05;59350;23;6;VIA DEL TRIUMVIRATO N.  23 / 6 INTERNO 0
539896;2023;2023-08-10;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-03-29;2900;56;21;VIA DELL'ARCOVEGGIO N.  56 / 21 INTERNO 0
197901;2020;2020-05-20;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-07-30;22400;114;;VIA FERRARESE N.  114 INTERNO 0  PIANO t
527234;2019;2019-11-26;permesso di costruire LR 15/2013 - non residenziale;Decaduta;2020-10-21;21580;;;VIALE EUROPA INTERNO 0  (Civico da definire)  PIANO t
19433;2019;2019-01-15;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-10-27;15200;;;VIA ANTONIO CAVALIERI DUCATI INTERNO 0  (Civico da definire)
99665;2018;2018-03-07;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2018-11-09;58600;148;;VIA TOSCANA N.  148 INTERNO 0  PIANO 0,1,2
83661;2020;2020-02-24;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2020-04-23;54650;46;;VIA SIEPELUNGA N.  46 INTERNO 0  PIANO 0
429577;2018;2018-10-18;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2019-12-20;45100;12;;VIA PERSICETANA VECCHIA N.  12 INTERNO 0
226320;2020;2020-06-10;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2020-11-17;19500;37;g;VIA FRANCESCA E.DE GIOVANNI N.  37 / g INTERNO 0  PIANO t
23352;2020;2020-01-16;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-07-23;22320;18;;VIALE FELSINA N.  18 INTERNO 0
503931;2020;2020-11-30;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2021-03-10;20100;;;VIA DELLA DIRETTISSIMA INTERNO 0  (Civico da definire)  PIANO 0
576088;2019;2019-12-30;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2020-07-13;42800;;;VIA DELL'OSPEDALETTO INTERNO 0  (Civico da definire)
318299;2019;2019-07-10;permesso di costruire LR 15/2013 - non residenziale;Diniegato Titolo Unico;2019-11-13;35200;71;B;VIA GUGLIELMO MARCONI N.  71 / B INTERNO 0
498311;2020;2020-11-26;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-08-03;57200;46;;VIA DEL TERRAPIENO N.  46 INTERNO 0  PIANO T-1
389559;2020;2020-10-01;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-07-02;19480;;;VIALE ALCIDE DE GASPERI INTERNO 0  (Civico da definire)  PIANO Terra
467486;2020;2020-11-12;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-04-30;9650;24;5;VIA DELLE BORRE N.  24 / 5 INTERNO 0  PIANO T
250714;2020;2020-06-25;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2020-07-10;30180;56;;VIA DELL'INDUSTRIA N.  56 INTERNO 0
131682;2020;2020-04-01;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2020-06-03;5960;16;A;VIA DON GIUSEPPE BEDETTI N.  16 / A INTERNO 0  PIANO terra
381853;2020;2020-09-28;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2021-01-12;62250;26;;VIA VITTORIO VENETO N.  26 INTERNO 0
79038;2020;2020-02-20;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2020-09-29;5830;2;;VIA DEL BATTIRAME N.  2 INTERNO 0
480419;2019;2019-10-29;permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2020-03-05;58230;1;;VIA DEL TORNITORE N.  1 INTERNO 0  PIANO T
315049;2014;2014-11-04;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2015-01-15;28350;5;3;VIA DEL GOMITO N.  5 / 3 INTERNO 0
252305;2016;2016-07-22;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2017-02-07;17950;315;;VIA DI CORTICELLA N.  315 INTERNO 0
434675;2016;2016-12-31;permesso di costruire LR 15/2013 - non residenziale;;;20200;2;;VIA GIUSEPPE DI VITTORIO N.  2 INTERNO 0
66861;2017;2017-02-21;permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2017-09-14;63100;56;4;VIA FRANCESCO ZANARDI N.  56 / 4 INTERNO 1  PIANO T
136065;2017;2017-04-14;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2019-07-02;3750;56;;VIA D'AZEGLIO N.  56 INTERNO 0  PIANO t-1-2
148182;2017;2017-04-27;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2017-07-24;13500;8;10;VIA DE' CARRACCI N.  8 / 10 INTERNO 0  PIANO TERRA
149645;2017;2017-04-28;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2017-10-12;41720;8;;VIA NUOVA BAZZANESE N.  8 INTERNO 0
190332;2017;2017-05-25;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2017-11-03;41720;5;;VIA NUOVA BAZZANESE N.  5 INTERNO 0  PIANO T-S1
225691;2017;2017-06-21;permesso di costruire LR 15/2013 - non residenziale;Concluso   Esito positivo;2017-07-26;46100;2;;VIA DEL PILASTRO N.  2 INTERNO 0
256521;2017;2017-07-14;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2017-11-13;55950;59;2;VIA STALINGRADO N.  59 / 2 INTERNO /  PIANO T, IN
273356;2017;2017-07-31;permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2017-11-09;55700;42;;VIA SPERANZA N.  42 INTERNO 0  PIANO TERRA
460531;2017;2017-12-19;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2018-05-11;5960;14;;VIA DON GIUSEPPE BEDETTI N.  14 INTERNO 0
462318;2017;2017-12-20;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2018-03-20;28350;5;3;VIA DEL GOMITO N.  5 / 3 INTERNO 0
46973;2018;2018-02-01;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2018-05-29;58900;3;;VIA DEL TRAGHETTO N.  3 INTERNO 0
133795;2018;2018-03-30;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2018-07-27;35100;204;5;VIA MARCO EMILIO LEPIDO N.  204 / 5 INTERNO 0  PIANO 0
428868;2019;2019-09-27;permesso di costruire LR 15/2013 - non residenziale;Diniegata;2020-11-13;13500;2;10;VIA DE' CARRACCI N.  2 / 10 INTERNO 0
